SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
2122614,398163,Cash loans,23274.045,450000.0,539100.0,,450000.0,TUESDAY,15,Y,1,,,,Repairs,Refused,-63,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,36.0,middle,Cash Street: middle,,,,,,
1968335,344176,Revolving loans,,0.0,0.0,,,SATURDAY,10,Y,1,,,,XAP,Canceled,-100,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
2024368,409076,Consumer loans,12641.49,124856.325,138037.5,3.825,124856.325,WEDNESDAY,13,Y,1,3.0177721977623183e-05,,,XAP,Approved,-742,Cash through the bank,XAP,,New,Audio/Video,POS,XNA,Country-wide,563,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-711.0,-381.0,-441.0,-437.0,0.0
2294743,170148,Cash loans,,0.0,0.0,,,THURSDAY,8,Y,1,,,,XNA,Canceled,-596,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1952160,280342,Consumer loans,10790.955,93357.0,93357.0,0.0,93357.0,SATURDAY,9,Y,1,0.0,,,XAP,Approved,-42,Cash through the bank,XAP,Unaccompanied,Repeater,Clothing and Accessories,POS,XNA,Regional / Local,100,Industry,10.0,low_normal,POS industry with interest,365243.0,-8.0,262.0,365243.0,365243.0,0.0
2170561,126707,Revolving loans,7875.0,157500.0,157500.0,0.0,157500.0,SATURDAY,15,Y,1,0.0,,,XAP,Refused,-500,XNA,HC,,Repeater,XNA,Cards,walk-in,Country-wide,52,Connectivity,0.0,XNA,Card Street,,,,,,
1069493,208312,Cash loans,33706.08,675000.0,756081.0,,675000.0,FRIDAY,11,Y,1,,,,Journey,Refused,-656,Cash through the bank,VERIF,"Spouse, partner",Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,42.0,middle,Cash Street: middle,,,,,,
1569423,126707,Consumer loans,3667.185,30671.55,33371.55,0.0,30671.55,SUNDAY,17,Y,1,0.0,,,XAP,Approved,-604,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,15,Connectivity,10.0,low_normal,POS mobile without interest,365243.0,-564.0,-294.0,-384.0,-380.0,0.0
2048057,126707,Cash loans,,0.0,0.0,,,TUESDAY,9,Y,1,,,,XNA,Canceled,-140,XNA,XAP,,Repeater,XNA,XNA,XNA,Contact center,-1,XNA,,XNA,Cash,,,,,,
2218173,299564,Consumer loans,10758.78,98955.0,109404.0,0.0,98955.0,WEDNESDAY,15,Y,1,0.0,,,XAP,Approved,-698,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Country-wide,50,Consumer electronics,12.0,middle,POS household with interest,365243.0,-667.0,-337.0,-637.0,-624.0,0.0
1500715,285282,Consumer loans,6350.715,36562.5,34641.0,3658.5,36562.5,THURSDAY,12,Y,1,0.1040337103854903,,,XAP,Refused,-777,Cash through the bank,HC,,New,Furniture,POS,XNA,Stone,150,Furniture,6.0,middle,POS industry with interest,,,,,,
2330822,396041,Cash loans,,0.0,0.0,,,TUESDAY,15,Y,1,,,,XNA,Canceled,-177,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2090801,109346,Cash loans,,0.0,0.0,,,THURSDAY,15,Y,1,,,,XNA,Canceled,-379,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2833013,124316,Consumer loans,6194.07,53087.85,53397.0,4501.35,53087.85,TUESDAY,15,Y,1,0.0846721774219189,,,XAP,Approved,-2179,Cash through the bank,XAP,Other_B,Repeater,Photo / Cinema Equipment,POS,XNA,Regional / Local,337,Consumer electronics,12.0,high,POS household with interest,365243.0,-2148.0,-1818.0,-1818.0,-1810.0,0.0
2180946,293971,Consumer loans,10492.515,94095.0,84685.5,9409.5,94095.0,FRIDAY,16,Y,1,0.1089090909090909,,,XAP,Approved,-2079,Cash through the bank,XAP,,Repeater,Construction Materials,POS,XNA,Stone,25,Construction,10.0,middle,POS industry with interest,365243.0,-2035.0,-1765.0,-1765.0,-1762.0,0.0
1172257,280342,Consumer loans,,77976.0,77976.0,,77976.0,SATURDAY,11,Y,1,,,,XAP,Refused,-1400,Cash through the bank,LIMIT,Unaccompanied,Repeater,Consumer Electronics,XNA,XNA,Country-wide,875,Consumer electronics,,XNA,POS household with interest,,,,,,
2433091,271368,Cash loans,,0.0,0.0,,,TUESDAY,11,Y,1,,,,XNA,Canceled,-132,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2130956,317249,Cash loans,45071.955,994500.0,994500.0,,994500.0,SATURDAY,12,Y,1,,,,XNA,Approved,-1208,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,36.0,middle,Cash X-Sell: middle,,,,,,
1033353,109346,Cash loans,9588.915,112500.0,128245.5,,112500.0,TUESDAY,15,Y,1,,,,XNA,Approved,-1081,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-1051.0,-541.0,-541.0,-537.0,1.0
1326481,299564,Cash loans,32229.855,450000.0,662620.5,,450000.0,THURSDAY,13,Y,1,,,,XNA,Approved,-1047,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,middle,Cash Street: middle,,,,,,
1322496,317249,Cash loans,29477.25,495000.0,495000.0,,495000.0,WEDNESDAY,11,Y,1,,,,Other,Refused,-133,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle,,,,,,
1060395,317249,Cash loans,35315.46,756000.0,846810.0,,756000.0,THURSDAY,13,Y,1,,,,XNA,Approved,-1126,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,42.0,middle,Cash X-Sell: middle,365243.0,-1096.0,134.0,-136.0,-129.0,1.0
1068708,238850,Cash loans,19227.375,202500.0,202500.0,,202500.0,TUESDAY,9,Y,1,,,,XNA,Approved,-413,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,low_normal,Cash X-Sell: low,365243.0,-383.0,-53.0,-53.0,-44.0,0.0
1926319,339954,Consumer loans,3172.005,62928.0,70038.0,0.0,62928.0,THURSDAY,18,Y,1,0.0,,,XAP,Approved,-1021,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,3102,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-990.0,-300.0,-300.0,-283.0,0.0
1955081,317249,Cash loans,9035.415,67500.0,81864.0,0.0,67500.0,MONDAY,13,Y,1,0.0,,,XNA,Refused,-2144,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,12.0,high,Cash X-Sell: high,,,,,,
2246374,407315,Consumer loans,8137.62,48132.0,51309.0,0.0,48132.0,SATURDAY,8,Y,1,0.0,,,XAP,Approved,-2604,Cash through the bank,XAP,Other_B,Repeater,Consumer Electronics,POS,XNA,Country-wide,30180,Consumer electronics,8.0,high,POS household with interest,365243.0,-2573.0,-2363.0,-2363.0,-2358.0,1.0
1577681,448125,Consumer loans,14143.41,83655.0,89176.5,0.0,83655.0,SATURDAY,9,Y,1,0.0,,,XAP,Approved,-2861,Cash through the bank,XAP,Other_A,New,Consumer Electronics,POS,XNA,Regional / Local,69,Consumer electronics,8.0,high,POS household with interest,365243.0,-2830.0,-2620.0,-2620.0,-2615.0,1.0
1057669,314364,Consumer loans,6839.91,57150.0,62181.0,0.0,57150.0,SATURDAY,13,Y,1,0.0,,,XAP,Approved,-858,Cash through the bank,XAP,,New,Clothing and Accessories,POS,XNA,Stone,1000,Clothing,10.0,low_normal,POS industry with interest,365243.0,-827.0,-557.0,-587.0,-584.0,0.0
2772557,353814,Consumer loans,4262.04,28665.0,20637.0,9000.0,28665.0,FRIDAY,14,Y,1,0.3307290947740387,,,XAP,Approved,-1511,Cash through the bank,XAP,Family,Refreshed,Photo / Cinema Equipment,POS,XNA,Country-wide,62,Connectivity,6.0,high,POS mobile with interest,365243.0,-1480.0,-1330.0,-1330.0,-1327.0,0.0
2052898,180741,Cash loans,,0.0,0.0,,,FRIDAY,9,Y,1,,,,XNA,Canceled,-572,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1254054,154747,Cash loans,,0.0,0.0,,,WEDNESDAY,19,Y,1,,,,XNA,Canceled,-303,XNA,XAP,,Repeater,XNA,XNA,XNA,Contact center,-1,XNA,,XNA,Cash,,,,,,
2374601,295711,Consumer loans,14622.345,134550.0,148756.5,0.0,134550.0,MONDAY,20,Y,1,0.0,,,XAP,Approved,-173,Cash through the bank,XAP,Family,Repeater,Clothing and Accessories,POS,XNA,Regional / Local,50,Clothing,12.0,low_normal,POS industry with interest,365243.0,-138.0,192.0,365243.0,365243.0,0.0
1118114,402376,Cash loans,,0.0,0.0,,,FRIDAY,11,Y,1,,,,XNA,Canceled,-383,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Cash,,,,,,
2799166,317249,Cash loans,25789.68,882000.0,882000.0,,882000.0,MONDAY,12,Y,1,,,,XNA,Refused,-149,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
1145031,170148,Consumer loans,18112.005,309659.625,350532.0,1.125,309659.625,MONDAY,8,Y,1,3.4953252213389886e-06,,,XAP,Refused,-578,Cash through the bank,LIMIT,,Repeater,Audio/Video,POS,XNA,Country-wide,1300,Consumer electronics,24.0,low_normal,POS household with interest,,,,,,
1000237,208312,Cash loans,34884.765,315000.0,332046.0,,315000.0,THURSDAY,14,Y,1,,,,XNA,Approved,-651,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-621.0,-291.0,-321.0,-319.0,1.0
2299815,178610,Consumer loans,7685.505,142339.5,167517.0,0.0,142339.5,TUESDAY,14,Y,1,0.0,,,XAP,Approved,-1812,Cash through the bank,XAP,Family,Repeater,Photo / Cinema Equipment,POS,XNA,Country-wide,1326,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1778.0,-1088.0,-1148.0,-1142.0,0.0
2462391,299564,Revolving loans,15750.0,0.0,315000.0,,,THURSDAY,12,Y,1,,,,XAP,Approved,-1460,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
2606064,264627,Cash loans,21052.8,720000.0,720000.0,,720000.0,THURSDAY,15,Y,1,,,,XNA,Approved,-1148,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low,365243.0,-1118.0,652.0,-788.0,-782.0,0.0
2029260,213493,Consumer loans,10056.06,51165.0,53865.0,0.0,51165.0,SUNDAY,13,Y,1,0.0,,,XAP,Approved,-902,Cash through the bank,XAP,Unaccompanied,New,Audio/Video,POS,XNA,Stone,96,Consumer electronics,6.0,middle,POS household with interest,365243.0,-870.0,-720.0,-720.0,-713.0,0.0
2399528,238850,Cash loans,,0.0,0.0,,,TUESDAY,9,Y,1,,,,XNA,Canceled,-413,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1187434,293971,Cash loans,14368.725,225000.0,315144.0,,225000.0,TUESDAY,17,Y,1,,,,XNA,Approved,-1676,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle,365243.0,-1646.0,-596.0,-1436.0,-1432.0,1.0
2486766,271368,Revolving loans,3375.0,0.0,67500.0,,,MONDAY,7,Y,1,,,,XAP,Approved,-2877,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,360,Consumer electronics,0.0,XNA,Card Street,-2870.0,-2822.0,365243.0,-1787.0,365243.0,0.0
1336427,317249,Cash loans,16656.435,180000.0,197820.0,0.0,180000.0,THURSDAY,9,Y,1,0.0,,,XNA,Approved,-2729,Cash through the bank,XAP,Other_B,New,XNA,Cash,walk-in,Credit and cash offices,0,XNA,18.0,high,Cash Street: high,365243.0,-2699.0,-2189.0,-2309.0,-2306.0,1.0
1626472,213240,Consumer loans,3415.365,28800.0,28485.0,2880.0,28800.0,SATURDAY,12,Y,1,0.1000026085822355,,,XAP,Approved,-2228,Non-cash from your account,XAP,Family,Repeater,Mobile,POS,XNA,Stone,25,Consumer electronics,12.0,high,POS household with interest,365243.0,-2194.0,-1864.0,-1864.0,-1856.0,0.0
1948840,407315,Cash loans,11527.875,112500.0,112500.0,,112500.0,SUNDAY,10,Y,1,,,,XNA,Approved,-62,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Country-wide,5,Consumer electronics,12.0,middle,Cash X-Sell: middle,,,,,,
1426381,398163,Cash loans,,0.0,0.0,,,WEDNESDAY,10,Y,1,,,,XNA,Canceled,-244,XNA,XAP,,Repeater,XNA,XNA,XNA,Channel of corporate sales,-1,XNA,,XNA,Cash,,,,,,
1344318,398163,Cash loans,8793.0,315000.0,315000.0,,315000.0,MONDAY,15,Y,1,,,,Journey,Refused,-239,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,60.0,low_normal,Cash Street: low,,,,,,
2639837,398163,Cash loans,22556.475,225000.0,239850.0,,225000.0,MONDAY,11,Y,1,,,,XNA,Approved,-330,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Channel of corporate sales,-1,XNA,12.0,low_normal,Cash X-Sell: low,365243.0,-300.0,30.0,-90.0,-86.0,1.0
1420748,126707,Consumer loans,2593.755,21100.5,24444.0,0.0,21100.5,FRIDAY,16,Y,1,0.0,,,XAP,Approved,-130,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,15,Connectivity,12.0,middle,POS mobile with interest,365243.0,-34.0,296.0,365243.0,365243.0,0.0
2432900,213240,Consumer loans,3756.6,33300.0,32440.5,3330.0,33300.0,TUESDAY,15,Y,1,0.1013872528276855,,,XAP,Approved,-2505,XNA,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Stone,100,Consumer electronics,10.0,middle,POS household with interest,365243.0,-2468.0,-2198.0,-2198.0,-2192.0,1.0
1287858,407315,Consumer loans,3326.85,33646.5,33268.5,3375.0,33646.5,SUNDAY,14,Y,1,0.1003092449733736,,,XAP,Approved,-2596,Cash through the bank,XAP,"Spouse, partner",Repeater,Audio/Video,POS,XNA,Country-wide,30180,Consumer electronics,12.0,middle,POS household with interest,365243.0,-2565.0,-2235.0,-2295.0,-2288.0,1.0
2271852,402376,Consumer loans,9657.585,107298.0,85837.5,21460.5,107298.0,SATURDAY,14,Y,1,0.2178273169541413,,,XAP,Approved,-872,Cash through the bank,XAP,,New,Vehicles,POS,XNA,Stone,240,Industry,10.0,low_normal,POS other with interest,365243.0,-841.0,-571.0,-691.0,-689.0,0.0
1103999,317249,Consumer loans,12129.255,114300.0,126369.0,0.0,114300.0,SATURDAY,15,Y,1,0.0,,,XAP,Approved,-214,Cash through the bank,XAP,Other_B,Repeater,Furniture,POS,XNA,Stone,54,Furniture,12.0,low_normal,POS industry with interest,365243.0,-183.0,147.0,-153.0,-150.0,0.0
2258089,280342,Revolving loans,6750.0,0.0,135000.0,,,WEDNESDAY,12,Y,1,,,,XAP,Approved,-2887,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,1710,Consumer electronics,0.0,XNA,Card Street,-2886.0,-2846.0,365243.0,-1781.0,365243.0,0.0
1607451,213240,Consumer loans,3563.64,35640.0,32076.0,3564.0,35640.0,TUESDAY,15,Y,1,0.1089090909090909,,,XAP,Approved,-2806,XNA,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Stone,335,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-2769.0,-2499.0,-2499.0,-2479.0,0.0
1370450,131286,Consumer loans,4228.785,16717.5,15381.0,3343.5,16717.5,SUNDAY,16,Y,1,0.1944711717026064,,,XAP,Approved,-876,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,-1,Connectivity,4.0,middle,POS mobile without interest,365243.0,-845.0,-755.0,-755.0,-750.0,0.0
1402798,264627,Cash loans,33986.655,1125000.0,1288350.0,,1125000.0,THURSDAY,15,Y,1,,,,XNA,Refused,-1149,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_action,Cash Street: low,,,,,,
1723246,409076,Revolving loans,9000.0,180000.0,180000.0,,180000.0,SATURDAY,14,Y,1,,,,XAP,Approved,-501,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-499.0,-458.0,365243.0,-65.0,-25.0,0.0
2127332,396041,Cash loans,102136.86,1044000.0,1074316.5,,1044000.0,TUESDAY,15,Y,1,,,,XNA,Approved,-177,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,low_normal,Cash X-Sell: low,365243.0,-147.0,183.0,365243.0,365243.0,1.0
2816721,208312,Cash loans,47859.075,1107000.0,1203444.0,,1107000.0,TUESDAY,13,Y,1,,,,XNA,Approved,-317,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,low_normal,Cash X-Sell: low,365243.0,-287.0,763.0,365243.0,365243.0,1.0
1147472,266499,Consumer loans,3734.505,22230.0,18607.5,4500.0,22230.0,SUNDAY,15,Y,1,0.2120917057625918,,,XAP,Approved,-2584,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,37,Connectivity,6.0,low_normal,POS mobile with interest,365243.0,-2553.0,-2403.0,-2403.0,-2395.0,1.0
1637784,180741,Cash loans,,0.0,0.0,,,TUESDAY,12,Y,1,,,,XNA,Canceled,-386,XNA,XAP,,Repeater,XNA,XNA,XNA,Contact center,-1,XNA,,XNA,Cash,,,,,,
2733866,344176,Cash loans,,0.0,0.0,,,WEDNESDAY,6,Y,1,,,,XNA,Canceled,-439,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1656409,271368,Cash loans,,0.0,0.0,,,FRIDAY,11,Y,1,,,,XNA,Canceled,-150,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2752680,398163,Cash loans,12505.5,450000.0,450000.0,,450000.0,THURSDAY,9,Y,1,,,,Journey,Refused,-243,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,60.0,low_normal,Cash Street: low,,,,,,
1350928,154747,Consumer loans,6461.1,34739.73,36571.5,4.23,34739.73,TUESDAY,13,Y,1,0.0001259538646379,,,XAP,Approved,-753,Cash through the bank,XAP,,Repeater,Photo / Cinema Equipment,POS,XNA,Country-wide,795,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-722.0,-572.0,-572.0,-566.0,0.0
2077084,398163,Consumer loans,10692.135,53972.28,53968.5,3.78,53972.28,TUESDAY,14,Y,1,7.627551840247691e-05,,,XAP,Approved,-1967,Cash through the bank,XAP,Family,Refreshed,Consumer Electronics,POS,XNA,Country-wide,4009,Consumer electronics,6.0,high,POS household with interest,365243.0,-1936.0,-1786.0,-1786.0,-1780.0,0.0
1821437,344176,Consumer loans,19796.355,113967.0,107982.0,11398.5,113967.0,THURSDAY,10,Y,1,0.1039868548655159,,,XAP,Approved,-914,XNA,XAP,Family,New,Computers,POS,XNA,Stone,45,Consumer electronics,6.0,middle,POS household with interest,365243.0,-882.0,-732.0,-732.0,-722.0,0.0
2637618,317249,Cash loans,,0.0,0.0,,,WEDNESDAY,11,Y,1,,,,XNA,Canceled,-133,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1490319,180741,Consumer loans,12700.8,180000.0,180000.0,0.0,180000.0,FRIDAY,8,Y,1,0.0,,,XAP,Approved,-614,Cash through the bank,XAP,,Repeater,Clothing and Accessories,POS,XNA,Stone,60,Clothing,18.0,middle,POS industry with interest,365243.0,-583.0,-73.0,-73.0,-66.0,0.0
1757219,398163,Revolving loans,6750.0,135000.0,135000.0,,135000.0,TUESDAY,11,Y,1,,,,XAP,Refused,-56,XNA,HC,Unaccompanied,Repeater,XNA,Cards,walk-in,Channel of corporate sales,-1,XNA,0.0,XNA,Card Street,,,,,,
2374875,126707,Consumer loans,,91251.0,91251.0,0.0,91251.0,SATURDAY,15,Y,1,0.0,,,XAP,Unused offer,-500,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,52,Connectivity,,XNA,POS mobile with interest,,,,,,
2041619,170148,Cash loans,,0.0,0.0,,,WEDNESDAY,7,Y,1,,,,XNA,Canceled,-562,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1329235,279940,Cash loans,25540.245,450000.0,545040.0,,450000.0,THURSDAY,15,Y,1,,,,XNA,Approved,-371,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,middle,Cash X-Sell: middle,365243.0,-341.0,1069.0,-251.0,-249.0,1.0
2452424,131421,Consumer loans,22184.91,189000.0,189000.0,0.0,189000.0,SUNDAY,8,Y,1,0.0,,,XAP,Approved,-24,XNA,XAP,Unaccompanied,Repeater,Auto Accessories,POS,XNA,Stone,12,Auto technology,10.0,middle,POS other with interest,365243.0,365243.0,278.0,365243.0,365243.0,0.0
1187845,109346,Consumer loans,4769.1,69093.0,79353.0,0.0,69093.0,SATURDAY,12,Y,1,0.0,,,XAP,Approved,-1595,Cash through the bank,XAP,Unaccompanied,New,Photo / Cinema Equipment,POS,XNA,Country-wide,2500,Consumer electronics,18.0,low_action,POS household without interest,365243.0,-1564.0,-1054.0,-1054.0,-1048.0,0.0
2535347,170148,Cash loans,9108.945,72000.0,76752.0,,72000.0,THURSDAY,8,Y,1,,,,Urgent needs,Approved,-596,Cash through the bank,XAP,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high,365243.0,-566.0,-236.0,-566.0,-558.0,1.0
2453641,170148,Cash loans,12046.23,112500.0,152464.5,,112500.0,WEDNESDAY,7,Y,1,,,,Repairs,Refused,-562,XNA,HC,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high,,,,,,
2502647,317249,Cash loans,,0.0,0.0,,,MONDAY,12,Y,1,,,,XNA,Canceled,-121,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1392011,106937,Consumer loans,2511.36,23589.0,23589.0,0.0,23589.0,WEDNESDAY,17,Y,1,0.0,,,XAP,Approved,-236,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,20,Connectivity,12.0,middle,POS mobile with interest,365243.0,-183.0,147.0,365243.0,365243.0,0.0
1963113,213818,Cash loans,,0.0,0.0,,,WEDNESDAY,10,Y,1,,,,XNA,Canceled,-309,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1450829,398163,Cash loans,34411.5,900000.0,900000.0,,900000.0,THURSDAY,16,Y,1,,,,XNA,Refused,-152,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Channel of corporate sales,-1,XNA,36.0,low_normal,Cash X-Sell: low,,,,,,
1521256,180741,Cash loans,,0.0,0.0,,,WEDNESDAY,16,Y,1,,,,XNA,Canceled,-301,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1458024,304977,Cash loans,,0.0,0.0,,,TUESDAY,15,Y,1,,,,XNA,Canceled,-184,XNA,XAP,,Repeater,XNA,XNA,XNA,Contact center,-1,XNA,,XNA,Cash,,,,,,
2239289,407315,Consumer loans,9661.95,114750.0,114750.0,0.0,114750.0,SUNDAY,9,Y,1,0.0,,,XAP,Approved,-1294,Cash through the bank,XAP,Family,Repeater,Clothing and Accessories,POS,XNA,Stone,39,Clothing,18.0,high,POS industry with interest,365243.0,-1262.0,-752.0,-1082.0,-1077.0,0.0
1554893,131286,Revolving loans,,0.0,0.0,,,TUESDAY,16,Y,1,,,,XAP,Canceled,-461,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Card Street,,,,,,
1306722,126707,Consumer loans,5529.51,106605.0,93105.0,13500.0,106605.0,TUESDAY,14,Y,1,0.137917801911048,,,XAP,Approved,-518,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Regional / Local,250,Consumer electronics,24.0,middle,POS household with interest,365243.0,-481.0,209.0,-391.0,-387.0,0.0
1441849,317249,Cash loans,21389.895,180000.0,231786.0,0.0,180000.0,WEDNESDAY,14,Y,1,0.0,,,Repairs,Approved,-1882,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,18.0,high,Cash Street: high,365243.0,-1852.0,-1342.0,-1372.0,-1368.0,1.0
1715334,126707,Consumer loans,20319.705,220036.5,215023.5,22005.0,220036.5,TUESDAY,11,Y,1,0.101107864474295,,,XAP,Approved,-1169,Cash through the bank,XAP,Family,New,Audio/Video,POS,XNA,Country-wide,2078,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-1138.0,-808.0,-808.0,-800.0,0.0
1266257,126707,Cash loans,,0.0,0.0,,,THURSDAY,17,Y,1,,,,XNA,Canceled,-502,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2614391,398163,Cash loans,,0.0,0.0,,,THURSDAY,16,Y,1,,,,XNA,Canceled,-159,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
